,pitch,instrument_family,instrument_source,NaiveFFT,ZeroX,PersistFFT1,PersistFFT2,PSHC,fft_mean,max_fft_amp,freq_at_max_fft_amp,peak_0_freq,peak_0_persistence,peak_1_freq,peak_1_persistence,peak_2_freq,peak_2_persistence,peak_3_freq,peak_3_persistence,peak_4_freq,peak_4_persistence,peak_5_freq,peak_5_persistence,peak_6_freq,peak_6_persistence,peak_7_freq,peak_7_persistence,peak_8_freq,peak_8_persistence,peak_9_freq,peak_9_persistence,peak_10_freq,peak_10_persistence,peak_11_freq,peak_11_persistence,peak_12_freq,peak_12_persistence,peak_13_freq,peak_13_persistence,peak_14_freq,peak_14_persistence,peak_15_freq,peak_15_persistence,peak_16_freq,peak_16_persistence,peak_17_freq,peak_17_persistence,peak_18_freq,peak_18_persistence,peak_19_freq,peak_19_persistence,peak_20_freq,peak_20_persistence,peak_21_freq,peak_21_persistence,peak_22_freq,peak_22_persistence,peak_23_freq,peak_23_persistence,peak_24_freq,peak_24_persistence,peak_25_freq,peak_25_persistence,peak_26_freq,peak_26_persistence,peak_27_freq,peak_27_persistence,peak_28_freq,peak_28_persistence,peak_29_freq,peak_29_persistence,peak_30_freq,peak_30_persistence,peak_31_freq,peak_31_persistence,peak_32_freq,peak_32_persistence,peak_33_freq,peak_33_persistence,peak_34_freq,peak_34_persistence,peak_35_freq,peak_35_persistence,peak_36_freq,peak_36_persistence,peak_37_freq,peak_37_persistence,peak_38_freq,peak_38_persistence,peak_39_freq,peak_39_persistence,peak_40_freq,peak_40_persistence,peak_41_freq,peak_41_persistence,peak_42_freq,peak_42_persistence,peak_43_freq,peak_43_persistence,peak_44_freq,peak_44_persistence,peak_45_freq,peak_45_persistence,peak_46_freq,peak_46_persistence,peak_47_freq,peak_47_persistence,peak_48_freq,peak_48_persistence,peak_49_freq,peak_49_persistence
bass_synthetic_009-088-025,88.0,0.0,2.0,100.0,94.0,87.0,88.0,88.0,431408.0,121508952.0,2632.5,1244.75,12232409.48,1259.0,12627045.48,1280.25,12133969.48,1287.5,32260624.48,1302.0,44440558.48,1309.0,46212506.48,1316.25,118223766.48,1317.0,10905163.48,1323.5,27320264.48,1330.5,76027302.48,1337.75,35371866.48,1344.75,17882284.48,1352.0,12885413.48,1359.25,12028065.48,2575.0,11428344.48,2596.5,11724781.48,2603.75,27834874.48,2611.0,19686062.48,2618.0,63031738.48,2625.25,29499184.48,2632.5,120293862.48,2639.5,34251910.48,2646.75,98983438.48,2653.75,14874362.48,2661.0,42209058.48,2668.25,14122536.48,2675.25,15430572.48,2689.75,11333841.48,3920.0,15959686.48,3934.25,20260758.48,3941.5,25523036.48,3948.5,60707794.48,3955.75,24232272.48,3963.0,64392362.48,3970.0,30022892.48,3977.25,28697986.48,3991.5,22882218.48,5236.25,11661802.48,5250.5,16569880.48,5257.5,29512404.48,5264.75,56625822.48,5272.0,28256476.48,5279.0,52309150.48,5286.25,34388290.48,5293.5,16900036.48,5307.75,16228518.48,6566.75,16452260.48,6581.0,27652774.48,6595.25,23989070.48,6609.5,14723472.48
mallet_acoustic_056-082-100,82.0,5.0,0.0,82.0,81.0,82.0,82.0,82.0,10267.640625,9138530.0,933.0,933.0,9047144.7,2571.5,196743.10625,5042.0,204364.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bass_synthetic_009-064-050,64.0,0.0,2.0,64.0,82.0,63.0,64.0,64.0,313621.75,201515152.0,329.0,318.25,13189287.48,322.0,19724844.48,325.5,46264176.48,329.0,199500000.48,332.5,56697940.48,336.25,24854446.48,339.75,13099336.48,654.5,15131496.48,658.0,185449536.48,661.75,58811640.48,665.25,19038334.48,668.75,11240268.48,983.5,21341676.48,987.25,73552656.48,990.75,124496976.48,994.25,31615712.48,997.75,14736422.48,1001.5,11954084.48,1312.5,16249884.48,1316.25,110329008.48,1319.75,132038048.48,1323.25,17049810.48,1327.0,11771253.48,1641.75,14708179.48,1645.25,36086548.48,1648.75,14809078.48,1652.5,13376441.48,1970.75,14410250.48,1974.25,52840772.48,1977.75,20751428.48,1981.5,27898504.48,2310.5,24492906.48,2632.5,25277152.48,2636.0,39927472.48,2639.5,23880046.48,2968.5,24262806.48,3290.5,17213258.48,3294.0,32841204.48,3297.75,10919604.48,3301.25,15792706.48,3630.25,22717956.48,3952.25,27587164.48,3959.25,17547606.48,4610.25,31391078.48,4950.0,12327178.48,5268.25,22523546.48,5279.0,11664535.48,5926.5,20726438.48,6269.75,11371846.48,6584.5,15891158.48
bass_synthetic_033-060-025,60.0,0.0,2.0,60.0,52.0,60.0,60.0,60.0,44820.4921875,177541456.0,261.5,253.75,3178558.44,257.5,28674897.44,261.5,175766041.44,265.5,23883093.44,269.5,1995993.94,515.25,501009.93999999994,519.25,6336326.4399999995,523.0,17157723.44,527.0,6312314.4399999995,531.0,74720.18999999994,780.75,423687.18999999994,784.5,951157.69,788.5,369731.43999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bass_synthetic_134-040-025,40.0,0.0,2.0,52.0,52.0,26.0,40.0,40.0,70606.40625,49062760.0,163.75,26.75,851403.8999999999,36.0,6348017.9,45.25,1261980.525,55.25,3779548.9,70.25,303765.39999999997,71.25,476897.89999999997,72.25,694391.3999999999,73.25,5724076.4,74.25,997476.8999999999,75.0,896782.3999999999,76.0,833285.8999999999,77.0,737714.3999999999,78.0,520807.89999999997,79.0,313854.14999999997,80.25,418230.39999999997,82.0,24401128.4,82.75,228682.89999999997,84.0,1079450.025,86.5,429085.27499999997,87.5,1050888.65,88.5,1310103.9,89.5,1259187.525,90.5,1000734.2749999999,91.5,641571.1499999999,92.5,362343.39999999997,104.75,292209.64999999997,105.75,382386.14999999997,106.75,523913.89999999997,107.5,756803.3999999999,108.5,5259972.4,109.5,704011.8999999999,110.5,649029.8999999999,111.5,569821.8999999999,112.5,428356.89999999997,113.5,329967.39999999997,114.5,263923.39999999997,127.5,656862.1499999999,160.75,432910.14999999997,161.75,671066.8999999999,163.75,48572132.4,166.25,908267.6499999999,167.25,682617.3999999999,168.5,843068.3999999999,169.5,417724.39999999997,185.0,240898.77499999997,201.0,1388817.9,245.75,7088421.9,249.75,237553.33749999997,327.75,531057.7124999999,409.75,1406090.9
organ_electronic_007-035-075,35.0,6.0,1.0,47.0,59.0,23.0,35.0,35.0,182719.390625,201635216.0,123.0,30.75,11454076.84,61.5,67140911.84,114.75,15217051.84,123.0,199618863.84,131.25,15478967.84,184.25,45210123.84,237.25,8078770.84,237.75,20173421.84,240.0,5898974.84,242.0,8039007.84,243.0,14589378.84,244.25,10863057.84,245.0,3887167.84,246.0,125872543.84,248.0,5018521.84,248.75,8155843.84,253.75,4770668.84,254.25,14321360.84,307.0,24612711.84,360.75,24227201.84,362.75,7430166.84,366.0,13647238.84,367.0,4164170.84,367.75,7460911.84,369.0,86667703.84,370.0,7218472.84,370.5,4171144.84,371.5,6234633.34,374.5,5020089.84,375.5,4441643.34,377.25,21687485.84,378.25,3914862.84,421.5,7194156.84,429.75,24319653.84,430.5,8262441.84,438.0,6850513.84,483.0,5709796.84,483.75,20806201.84,491.25,10569662.84,492.0,57556435.84,493.5,7280992.84,499.5,5182675.84,500.25,22478087.84,544.5,7101410.84,552.75,17571867.84,561.0,6912605.84,614.0,8616391.84,622.25,3899378.34,675.5,4652665.34,738.0,4195711.34
mallet_acoustic_062-105-100,105.0,5.0,0.0,108.0,105.0,105.0,105.0,105.0,64826.0625,15662454.0,7045.25,128.75,49446.55374999999,3522.75,12713041.46,3842.25,8737984.46,5260.25,2631628.46,6470.5,794420.1475,7014.75,3264.834999999992,7015.25,6731.241249999992,7015.75,8904.569374999992,7016.25,10019.038124999992,7045.25,15505829.46,7074.75,5912.397499999992,7075.25,4933.897499999992,7075.75,3099.256874999992,7076.25,473.63187499999185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bass_synthetic_034-096-075,96.0,0.0,2.0,108.0,97.0,96.0,96.0,96.0,77554.1171875,20094008.0,6277.0,147.25,835871.2324999999,2072.25,1074921.42,2076.25,1964432.17,2080.25,3205012.42,2084.25,4901986.92,2088.25,8259489.92,2092.25,13499272.92,2096.25,8910013.92,2100.25,5544235.92,2104.25,3963273.67,2108.25,2546521.67,2112.25,1722181.545,2116.25,962642.7949999999,4148.5,959143.9199999999,4152.5,1469510.42,4156.5,2208371.92,4160.5,3182413.17,4164.5,4442371.42,4168.5,6019156.92,4172.5,7922739.92,4176.5,10291325.92,4180.5,12980849.92,4184.5,17703489.92,4188.5,13397189.92,4192.5,10977358.92,4196.5,8815965.92,4200.5,6913671.92,4204.5,5251761.42,4208.5,3897323.92,4212.5,2814748.67,4216.5,1997665.67,4220.5,1379864.545,4224.5,932996.2949999999,6245.0,924888.0449999999,6249.0,1576585.92,6253.0,2552382.42,6257.0,3985169.67,6261.0,6015412.92,6265.0,8716077.92,6269.0,11934249.92,6273.0,14974131.92,6277.0,19893067.92,6281.0,14869441.92,6285.0,11866570.92,6289.0,8720404.92,6293.0,6092425.92,6297.0,4094172.92,6301.0,2649630.42,6305.0,1660019.17,6309.0,986001.0449999999
guitar_acoustic_015-025-127,25.0,3.0,0.0,49.0,74.0,25.0,25.0,37.0,183121.21875,31323802.0,137.0,34.0,7156319.48,68.0,8490021.98,102.25,11778621.98,137.0,31010563.98,171.75,6723129.98,206.75,4008647.48,242.0,20435325.98,277.25,15485334.98,312.75,4104263.98,348.25,15749508.98,384.0,7229029.98,419.5,10681574.98,455.25,16214479.98,491.0,9891035.98,527.0,11032977.98,562.75,2494318.98,598.75,9700201.98,634.5,9646808.98,670.5,17954491.98,706.5,4944810.98,742.25,16671417.98,778.25,28650887.98,814.25,20479371.98,850.25,8933306.98,886.25,10697700.98,922.25,12359199.98,958.25,4596306.48,994.25,1710285.355,1030.25,4988167.48,1066.25,7049362.48,1138.25,3351701.73,1174.25,4500484.48,1210.25,9800853.98,1318.5,11170591.98,1354.5,8060643.48,1390.5,4051341.98,1426.5,5500156.98,1462.5,2271932.48,1498.5,6208019.48,1534.75,9275302.98,1570.75,5412280.98,1606.75,2619601.98,1642.75,3486912.48,1678.75,1704367.23,1751.0,3474111.73,1787.0,2458899.73,1967.25,2922750.23,2472.25,1968224.23,2616.5,1668186.48,2724.75,1723334.105
organ_electronic_007-095-127,95.0,6.0,1.0,95.0,106.0,83.0,95.0,83.0,151186.265625,40804296.0,1979.25,998.0,6888986.54,1006.25,6647429.54,1962.75,9197421.04,1971.0,23654373.04,1979.25,40396253.04,1987.5,31931949.04,1994.5,7605445.04,1995.5,20983911.04,1996.0,14335715.04,1996.75,10258243.04,2004.0,30720789.04,2012.25,37004857.04,2015.5,7031895.04,2020.5,21034909.04,2029.0,9000078.04,3939.75,11450557.04,3941.75,8380116.04,3948.0,22597535.04,3950.25,11527811.04,3956.25,35171405.04,3958.5,13016622.04,3964.5,35888965.04,3972.75,12275593.04,3975.0,8198892.04,3981.0,18851259.04,3983.25,9848092.04,3989.5,23474745.04,3991.5,13835048.04,3992.5,7295061.04,3995.75,7360852.04,3996.75,6682941.04,3997.75,21503697.04,4000.0,11357063.04,4006.0,24804287.04,4008.25,8361754.04,4014.25,19783663.04,4022.5,11709322.04,4024.75,13318684.04,4030.75,34968985.04,4033.0,14512721.04,4039.0,33746485.04,4041.25,9274135.04,4047.25,21458821.04,4055.5,10278977.04,5921.0,7585785.04,5929.5,7714038.54,5979.0,7855517.54,6020.5,6434680.04,6045.25,8660284.04,6053.5,7508464.04
guitar_electronic_022-052-075,52.0,3.0,1.0,52.0,49.0,52.0,52.0,52.0,83587.3828125,108478320.0,164.5,63.5,171393.55000000005,164.5,107393536.8,165.0,2389516.8,166.0,657806.8,317.5,269646.92500000005,328.75,30396294.8,330.5,1937126.8,492.5,4982895.3,493.75,1846655.55,656.75,5537459.3,658.25,2467968.55,659.25,472504.92500000005,820.75,1663539.05,823.25,1394103.8,987.75,33880.55000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_acoustic_010-063-025,63.0,3.0,0.0,63.0,60.0,63.0,63.0,63.0,76279.953125,275875072.0,312.5,301.25,126730.7799999998,302.25,508101.2799999998,303.25,959956.0299999998,304.25,1509742.2799999998,309.25,196199.2799999998,312.5,273116321.28,324.0,300799.5299999998,325.0,41249.779999999795,624.75,53778277.28,629.0,10363.029999999795,937.25,346348.7799999998,1249.75,275124.2799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organ_electronic_001-073-050,73.0,6.0,1.0,61.0,59.0,61.0,61.0,61.0,92645.5703125,283452096.0,277.0,270.5,187723.54000000004,271.5,720431.29,272.5,1480878.04,273.25,2624508.54,274.5,5888829.04,275.5,4442809.54,276.5,167187591.04,277.0,280617575.04,277.75,101736119.04,279.25,10452719.04,280.5,1913250.54,281.25,4117671.54,282.25,1974603.04,283.25,1046206.29,284.25,190156.54000000004,550.5,184831.54000000004,551.75,534323.54,553.5,54096075.04,554.25,26656613.04,555.0,36045695.04,557.25,1104785.54,827.25,1884364.04,828.0,5351286.54,829.75,3000137.04,830.25,27633551.04,831.25,1735935.54,832.25,643059.79,832.75,6263037.04,833.5,1265146.04,1105.25,7436101.04,1106.25,3394011.04,1107.75,10527628.04,1108.5,14070583.04,1109.5,1712593.04,1110.25,460912.79000000004,1111.75,6285488.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vocal_acoustic_000-066-127,66.0,10.0,0.0,66.0,74.0,66.0,66.0,66.0,181806.53125,98824816.0,370.5,362.0,7080076.84,363.75,5931241.84,364.75,13462847.84,366.5,14631602.84,367.75,32883563.84,368.25,9575422.84,369.25,50223511.84,369.75,17534215.84,370.5,97836567.84,372.0,49236655.84,372.75,23893315.84,373.5,48627935.84,374.25,6351341.84,374.75,14579485.84,375.25,5600403.84,376.75,8518239.84,379.25,6390840.34,379.75,3216596.84,380.25,5165179.84,383.0,5056256.34,383.5,3705968.34,731.0,3237614.84,732.25,6657285.84,733.5,8639421.84,735.75,6524499.84,737.0,3604369.84,738.25,13914897.84,739.5,4731914.34,741.25,23343903.84,742.0,7759484.84,743.25,3856854.84,743.75,6336749.34,745.0,2692225.34,746.0,4606717.34,1106.25,3647245.34,1471.25,2694170.09,1476.25,3227858.84,1858.5,4284558.34,1861.25,2880656.59,2217.25,2800118.84,2223.5,2699161.34,2226.0,3734407.84,2230.5,5472117.84,2231.5,3222978.34,2234.75,3357107.34,2941.5,2937886.59,2945.0,3926084.34,2948.5,2669335.84,2974.0,2705748.59,2983.0,4262972.34
brass_acoustic_059-062-075,62.0,1.0,0.0,81.0,76.0,62.0,62.0,62.0,107757.9453125,81362904.0,879.5,289.75,1276549.335,291.0,2089384.96,291.5,1597928.96,292.75,66627114.96,293.75,7824459.96,294.5,2890748.46,295.5,2576762.96,575.25,1389855.71,576.75,2132112.21,579.25,2181573.96,581.5,1819119.96,582.5,5442899.96,584.0,1345593.71,585.5,9943486.96,586.25,64915150.96,588.0,29072318.96,588.5,3830376.96,589.5,3758347.46,590.25,3780229.96,874.0,5723077.46,875.25,16020332.96,878.0,33788254.96,879.0,30974930.96,879.5,80549274.96,880.0,7473474.96,880.75,6625170.96,881.25,49271658.96,881.75,23542390.96,883.0,2162001.96,883.5,4392662.46,884.25,3157072.46,885.5,1303978.96,889.75,1325088.46,1166.5,1400863.71,1170.75,1907335.96,1171.75,3016452.46,1172.25,4584044.96,1172.75,7704314.96,1174.5,4959923.46,1463.0,7555303.46,1465.0,2137812.46,1465.5,3745667.96,1469.75,4310192.96,1758.25,1735933.71,2048.5,2282636.71,2049.75,1145749.96,2341.0,2542760.46,2343.5,1378820.21,2344.5,1527447.96,2345.0,1226053.585
guitar_electronic_022-038-100,38.0,3.0,1.0,38.0,35.0,38.0,38.0,38.0,98709.9140625,116846056.0,73.25,67.25,1366277.44,73.25,115677595.44,74.0,12437719.44,146.25,51791543.44,147.25,3256386.94,152.5,72136.18999999994,219.25,12003565.44,221.0,399443.93999999994,292.25,11758623.44,295.25,93045.56499999994,365.25,1180901.69,366.25,4924817.4399999995,438.0,1669914.69,510.75,1579607.44,583.75,1356778.19,585.5,906983.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brass_acoustic_046-078-050,78.0,1.0,0.0,78.0,85.0,78.0,78.0,78.0,247515.515625,119499000.0,739.5,730.25,10991434.0,731.75,13322588.0,732.5,10641042.0,733.25,9857082.0,735.0,13475642.0,735.5,45389298.0,736.0,19130474.0,736.75,8447884.0,737.25,17833442.0,739.5,118304010.0,740.5,69326706.0,741.25,17023020.0,741.75,10309272.0,742.5,24834260.0,744.0,57874750.0,745.25,16752134.0,745.75,8347774.0,746.25,34582014.0,748.5,9164452.0,750.75,18604850.0,1461.25,9640678.0,1462.75,12661315.0,1465.25,15407894.0,1467.25,15124219.0,1468.25,8913014.0,1470.0,24328322.0,1470.5,18226582.0,1471.5,8016325.0,1472.5,8288502.0,1473.5,12639939.0,1474.25,30344586.0,1474.75,55863438.0,1476.0,23447148.0,1477.25,33865086.0,1478.25,16962422.0,1479.75,35061610.0,1481.25,29713734.0,1482.25,12776280.0,1483.5,10335031.0,1485.25,19138900.0,1485.75,7971986.0,1486.25,14197982.0,1489.25,14729990.0,1490.25,9655730.0,1491.5,9211670.0,1494.75,8802064.0,2209.25,10817163.0,2213.25,9492906.0,2217.25,8305655.0,2219.0,11355904.0
organ_electronic_057-067-050,67.0,6.0,1.0,67.0,72.0,67.0,67.0,67.0,115581.4921875,121078720.0,392.75,384.5,7029643.3,385.75,8949794.8,388.5,3879419.8,389.5,8428395.8,390.5,11891593.8,391.5,67076684.8,392.0,10166589.8,392.75,119867932.8,394.25,7475388.8,398.5,21682270.8,399.75,32153808.8,405.5,6164691.8,406.75,8499111.8,769.75,3790765.3,776.75,11225472.8,781.25,8880166.8,782.75,9038313.8,783.75,49900232.8,784.25,19269918.8,785.5,5010730.3,786.0,11503750.8,788.25,5282159.8,790.75,20355300.8,791.25,6500735.3,797.75,11523685.8,804.5,3978115.8,1161.25,5462637.3,1168.25,5437158.3,1171.25,16623598.8,1172.0,11277513.8,1173.5,14493041.8,1174.25,19186300.8,1175.25,26166182.8,1176.75,13412104.8,1177.5,22452032.8,1180.5,5188488.8,1181.25,3900014.3,1182.25,7595015.8,1183.75,4506985.3,1184.5,5362816.8,1185.0,10435672.8,1186.0,5434707.8,1187.5,5001617.8,1188.25,10640794.8,1189.0,13199726.8,1190.75,4956188.3,1191.5,9184255.8,1192.75,4964431.8,1195.25,5290634.3,1196.0,6646269.3
reed_acoustic_011-064-075,64.0,7.0,0.0,64.0,74.0,64.0,64.0,64.0,327219.9375,173714032.0,329.75,326.0,6285094.18,327.75,8106447.68,329.0,36434555.68,329.75,171976891.68,330.5,38218455.68,331.0,17996107.68,331.5,19578835.68,332.0,10888307.68,656.0,6494795.68,656.75,9725639.68,657.5,30350821.68,658.0,24351123.68,659.0,9147907.68,659.5,33682443.68,660.25,90739835.68,985.75,14988750.68,986.25,8176375.68,988.0,7802927.68,989.0,8946617.68,990.0,49251259.68,990.75,8457026.68,1314.0,6973423.68,1318.0,6097906.68,1319.5,28917349.68,1321.5,6031337.68,1640.0,6429785.18,1647.0,6511256.68,1649.25,19044857.68,1650.0,9732194.68,1969.5,6411059.68,1973.0,9459662.68,1975.25,7617304.68,1976.0,10849249.68,1977.0,12027121.68,1977.5,6518206.68,1978.5,11719974.68,1979.25,7057422.68,1979.75,28935787.68,1981.75,6032820.68,1984.0,8361787.68,2308.25,7183045.68,2309.5,13833828.68,2623.75,5835334.18,2632.5,6436907.68,2633.25,5733698.18,2635.0,5968929.68,2637.5,6777817.68,2640.0,13065900.68,2644.25,6297567.18,2969.5,7210060.68
guitar_acoustic_021-053-075,53.0,3.0,0.0,53.0,53.0,53.0,53.0,53.0,103128.2734375,92256264.0,173.5,41.5,1037334.86,140.0,10558.172499999986,141.0,23529.734999999986,142.0,37367.609999999986,173.5,91333701.36,347.0,54240921.36,520.25,1304611.3599999999,693.75,22688515.36,867.25,8533842.36,1040.5,2862155.11,1214.5,1071757.7349999999,1387.75,1808731.3599999999,1561.25,531359.36,1563.0,20827.859999999986,1909.25,1270288.3599999999,2082.5,239412.985,2085.0,194399.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_acoustic_014-021-050,21.0,3.0,0.0,21.0,47.0,21.0,21.0,21.0,146170.703125,288766880.0,27.25,27.25,285879211.2,28.0,21819235.2,29.0,12532991.2,30.0,6700217.199999999,31.0,3101867.1999999997,32.0,3519092.1999999997,33.0,1895328.1999999997,52.75,2392443.1999999997,53.75,9409328.2,54.25,157703979.2,55.5,6173358.199999999,56.5,4336958.199999999,57.5,1962518.1999999997,58.25,1049388.9499999997,106.75,1567619.6999999997,107.75,2780314.6999999997,108.75,83914147.2,109.25,6698181.199999999,110.5,3402414.1999999997,111.5,1161976.6999999997,134.0,1116265.4499999997,135.75,47315739.2,163.0,5293791.699999999,189.5,3233470.6999999997,190.25,39658991.2,217.5,19099733.2,245.0,11026625.2,272.25,17913483.2,299.5,3443491.6999999997,327.0,15246191.2,354.25,5755665.199999999,409.25,17812235.2,464.0,5090440.199999999,491.5,17783687.2,546.5,5619044.199999999,574.25,15145743.2,629.25,6205490.199999999,656.75,11595536.2,712.0,2788252.1999999997,739.5,6263011.199999999,767.25,1589688.1999999997,822.5,2498306.6999999997,850.0,4374408.199999999,933.0,7032392.199999999,1016.0,7186283.199999999,1099.0,5920087.199999999,1182.0,3846899.6999999997,1265.0,1149540.9499999997,1403.5,1960153.6999999997,1486.5,1741934.6999999997
string_acoustic_014-059-075,59.0,8.0,0.0,59.0,55.0,39.0,47.0,47.0,82659.109375,21933908.0,248.25,77.25,1280227.045,79.5,56998.794999999984,87.0,2607306.67,88.75,10197.732499999984,113.25,6205913.42,121.0,1209927.67,128.25,121055.70124999998,133.0,559168.9824999999,154.25,1302904.92,159.0,2477794.42,175.5,130451.76374999998,186.5,1596229.545,204.5,177167.76374999998,217.75,585606.3574999999,223.25,1006752.4199999999,233.0,1057021.545,236.0,5245743.42,245.75,290494.92,248.25,21714568.92,260.0,579020.6699999999,268.75,1061958.045,286.75,1059119.42,302.0,3014289.42,315.0,1155837.045,327.25,69893.04499999998,346.5,278578.8575,361.0,42961.294999999984,370.25,638693.9824999999,384.25,268193.2325,392.5,240254.70124999998,411.0,375305.4825,435.75,218426.70124999998,468.75,804427.0449999999,472.75,290291.3575,480.5,153317.79499999998,491.75,914817.6699999999,496.75,1941238.42,500.25,102492.66999999998,515.75,18487.216874999984,538.5,32244.685624999984,747.75,691578.1074999999,767.0,10541.638749999984,1254.0,1252248.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brass_acoustic_046-068-050,68.0,1.0,0.0,68.0,81.0,68.0,68.0,68.0,342214.375,96222496.0,415.0,410.75,23238205.04,413.5,22741143.04,415.0,95260271.04,416.5,11206963.04,417.75,22451055.04,418.5,40801447.04,419.25,19623117.04,420.0,17538029.04,817.0,11727322.04,821.25,22500121.04,825.0,16544763.04,825.75,34559823.04,827.25,14340935.04,829.0,12944655.04,829.75,12526611.04,830.75,29321277.04,831.25,11466825.04,833.5,22911871.04,835.0,18314943.04,836.25,10843101.04,838.5,20624391.04,1227.0,11662567.04,1228.5,16175645.04,1232.0,19812379.04,1234.0,10276259.04,1235.25,14574839.04,1236.25,30877745.04,1239.75,38027287.04,1240.75,19455931.04,1243.5,19384901.04,1244.75,15193169.04,1245.75,19478875.04,1247.75,30746373.04,1249.25,9785215.04,1251.0,15138751.04,1252.25,12339347.04,1253.5,20704055.04,1255.75,9980046.04,1257.75,14574916.04,1638.25,10701420.04,1650.25,12917431.04,1654.5,20396555.04,1659.0,10969608.04,1662.75,30649419.04,1663.5,11276281.04,1665.75,19845851.04,2065.25,10923645.04,2070.25,12099431.04,2081.25,15779795.04,2084.25,9971897.04
